event,type,red1,red2,red3,redFinal,redFoul,redAuto,redTeleop,blue1,blue2,blue3,blueFinal,blueFoul,blueAuto,blueTeleop
MNDU2,Q,4174,3130,1675,53,0,5,18,3081,3723,3036,27,3,14,0
ORPO,Q,1359,3787,2733,60,0,16,34,2471,2517,1823,53,6,19,18
FLOR,Q,3627,4562,2556,13,0,3,0,3164,1523,3557,33,20,3,0
ONTO,Q,4001,865,216,38,0,0,18,4343,2809,1114,133,0,67,36
MIWFD,Q,4044,3539,33,67,0,17,30,4840,4478,4743,5,3,2,0
MAWO,Q,1884,2621,3958,13,0,3,0,1493,3044,20,67,0,39,18
CASD,Q,2193,2827,4583,12,0,0,12,3021,2658,3704,0,0,0,0
TXHO,Q,3335,148,4731,32,0,10,12,3612,1865,2982,10,0,0,0
FLOR,Q,86,3502,1065,55,0,21,24,21,1902,125,117,0,51,36
MIWFD,Q,548,2137,4384,76,0,36,30,470,4779,1,20,0,14,6
MNDU2,Q,269,2518,4166,61,0,35,16,3293,3061,2861,52,0,0,12
ORPO,Q,4127,488,4043,75,0,35,30,2557,753,4110,65,0,21,24
MNDU,Q,3788,4728,4818,10,0,0,0,4741,4845,4182,55,40,5,0
CASD,Q,4619,3486,1159,28,0,12,6,2339,399,2485,73,0,29,24
TXHO,Q,118,441,3847,33,0,15,18,57,3735,3728,32,0,22,0
MAWO,Q,3182,3499,3930,45,0,13,22,1735,173,2104,44,20,2,12
FLOR,Q,4064,3011,1592,18,0,6,12,2152,179,386,80,3,33,24
NYNY,Q,522,3017,3419,45,0,3,12,4773,810,4299,19,0,1,8
ONTO,Q,781,4685,1075,6,0,6,0,3541,2056,4808,81,0,41,30
MIWFD,Q,4395,308,51,26,0,2,24,3098,4737,1188,10,0,0,0
MNDU,Q,4703,2264,3294,21,0,13,8,4011,2506,1714,35,0,11,4
CASD,Q,589,1572,2543,101,20,13,18,4160,3480,4711,50,23,9,18
TXHO,Q,3741,4746,4346,55,40,5,0,4689,2585,4328,45,0,9,16
MNDU2,Q,4762,525,3871,76,0,32,24,3751,3055,2175,33,3,18,12
MIWFD,Q,3542,3175,573,46,0,28,8,4130,2960,67,95,0,59,6
NYNY,Q,771,1600,4012,15,0,9,6,4263,4789,806,9,3,6,0
MAWO,Q,190,1289,558,34,0,12,12,228,121,663,72,9,15,18
ONTO,Q,4001,4727,2852,66,0,26,30,1547,244,216,73,0,17,36
FLOR,Q,3410,1557,801,65,0,27,28,342,3611,4118,24,0,6,18
MNDU,Q,1816,2177,2538,20,0,2,18,3883,2220,4511,66,0,28,18
ORPO,Q,4488,3574,2374,42,0,20,12,3145,3192,4457,33,3,8,22
CASD,Q,4673,987,3849,101,20,41,20,702,599,1622,6,0,6,0
TXHO,Q,4295,4639,3035,33,20,5,8,418,4587,2936,40,0,14,6
MNDU2,Q,3056,3184,4480,36,0,8,18,4174,2503,4506,30,0,10,0
MAWO,Q,177,4410,3205,142,80,16,36,4557,155,3280,37,0,15,22
MIWFD,Q,3570,2851,4044,37,0,15,12,4743,2676,3548,4,0,4,0
NYNY,Q,1796,371,3171,31,0,19,2,1660,354,3204,71,23,0,18
MNDU,Q,93,3840,4539,61,0,27,24,3828,4215,2526,28,0,4,24
FLOR,Q,4451,233,4471,69,0,15,4,4707,1772,2757,55,0,11,24
ORPO,Q,1432,2130,2093,54,0,20,24,2521,4060,4106,16,0,0,6
ONTO,Q,2185,2809,3387,49,0,17,12,4252,3386,4015,32,20,8,4
CASD,Q,980,4139,1138,24,0,14,0,2984,4401,3967,73,0,27,36
TXHO,Q,231,192,4589,52,0,14,18,3666,4155,1801,40,0,0,10
MNDU2,Q,2499,2846,4671,13,0,3,0,3839,3267,4624,16,0,0,6
NYNY,Q,4528,1230,2895,0,0,0,0,1880,2579,4713,9,0,9,0
MNDU,Q,4230,3788,3740,2,0,2,0,4728,4260,3277,30,0,14,6
MAWO,Q,3654,467,2877,11,0,1,0,2168,3146,839,19,3,6,0
MIWFD,Q,1701,4478,3414,70,0,32,18,1025,470,2612,77,0,19,18
FLOR,Q,4013,4024,4091,2,0,0,2,2916,108,4769,50,0,12,18
ONTO,Q,1325,3985,3530,37,0,9,18,1075,865,3543,0,0,0,0
TXHO,Q,2789,4355,3305,13,0,3,0,2737,1477,3612,53,20,5,18
MNDU2,Q,4657,4656,4693,22,0,8,4,2530,3081,876,42,0,0,12
NYNY,Q,640,421,3314,15,3,0,12,369,4640,375,67,3,24,30
MNDU,Q,3054,2977,3212,23,0,1,12,4054,3846,537,28,0,6,12
MIWFD,Q,4395,1528,835,27,0,5,12,4840,4779,4384,40,0,12,18
MAWO,Q,2067,2370,1687,49,3,18,18,571,3623,1100,34,0,12,12
FLOR,Q,665,945,744,57,0,31,16,1251,4622,2797,33,0,5,18
TXHO,Q,2881,3335,4280,7,0,3,4,653,704,3526,36,0,18,18
MNDU,Q,3754,2062,3122,39,0,27,12,3018,1714,4217,22,0,2,0
MIWFD,Q,4737,308,573,42,3,19,0,2834,33,1,79,0,33,36
MAWO,Q,3205,2791,157,81,0,39,12,1884,2648,126,75,0,41,24
ONTO,Q,2994,4343,4476,114,40,20,34,4718,3550,4808,16,3,7,6
NYNY,Q,2601,3053,999,14,0,0,4,4383,694,1155,30,0,0,0
FLOR,Q,3732,3790,4833,41,0,3,18,2383,3998,3932,104,0,40,44
TXHO,Q,3103,3672,2882,54,0,16,18,1865,3728,1429,32,0,4,18
MNDU2,Q,3036,2491,3750,27,0,7,0,2169,3723,3061,80,20,10,30
MIWFD,Q,51,67,3655,70,0,44,6,1718,2960,1188,82,0,32,30
FLOR,Q,1604,1612,1649,21,0,7,4,79,4341,1876,32,0,4,8
ONTO,Q,2013,288,1241,74,3,21,30,1114,3988,4807,74,0,48,26
NYNY,Q,3137,4571,1396,46,3,9,24,4797,1382,2933,45,3,18,14
MAWO,Q,3280,1735,3930,18,0,0,18,190,2168,228,51,0,9,12
MNDU,Q,3381,4228,4741,35,0,13,12,4009,3294,2845,72,23,9,0
TXHO,Q,624,3961,2438,40,0,30,0,3847,2587,148,82,3,23,36
MNDU2,Q,4166,2861,4674,57,0,19,18,4623,877,1675,44,20,12,12
MIWFD,Q,548,3175,3539,42,0,42,0,494,2137,3604,52,0,8,24
NYNY,Q,2344,3760,4773,20,0,4,16,806,2265,1796,27,12,5,0
MNDU,Q,4845,3276,3102,48,0,20,18,4818,2052,4238,34,0,12,12
MAWO,Q,3623,467,3182,0,0,0,0,4410,3958,3654,11,0,1,0
TXHO,Q,3833,3696,441,61,43,6,12,4731,1255,4672,22,6,2,14
ONTO,Q,1547,3530,781,52,23,3,6,4476,3550,216,45,0,15,10
FLOR,Q,179,3164,3556,81,20,3,18,3502,4471,4066,27,0,11,6
MNDU2,Q,2957,2826,27,59,3,38,18,1259,2500,2518,45,3,6,16
MIWFD,Q,573,4044,3098,34,0,18,6,4384,4737,503,46,0,30,6
MNDU,Q,93,4182,4181,32,3,3,6,4511,2705,3755,63,0,15,28
NYNY,Q,759,3204,1340,50,3,5,12,4713,1230,4122,15,0,3,12
MAWO,Q,2648,3499,1289,40,0,18,12,1100,126,3146,93,0,65,18
MIWFD,Q,835,2851,2834,84,20,20,24,3655,1528,2612,46,0,18,18
FLOR,Q,1592,86,4707,44,0,8,36,4064,801,4197,22,0,6,6
MNDU2,Q,3055,2512,3293,67,0,19,18,4624,3130,2502,105,0,39,36
TXHO,Q,3481,3730,3735,41,0,15,16,457,2582,57,58,0,6,12
NYNY,Q,375,3171,810,35,0,3,22,743,271,4789,2,0,2,0
MNDU,Q,3788,3212,4539,12,0,0,12,3740,4703,3754,6,0,2,4
ONTO,Q,4252,3541,4718,15,3,2,0,244,1114,4001,84,20,12,42
MAWO,Q,839,2104,4557,18,0,4,4,20,558,1687,94,0,50,24
MIWFD,Q,4840,2960,3604,33,0,33,0,3570,2676,4779,21,0,15,6
FLOR,Q,386,180,3557,102,40,28,24,4118,4013,233,51,0,3,18
TXHO,Q,2936,1477,3516,38,3,3,12,4346,118,2982,10,0,0,0
MNDU2,Q,2861,3081,3184,28,0,28,0,2175,3036,3839,37,0,15,12
MIWFD,Q,4395,4130,3548,70,3,35,12,494,51,1718,119,3,58,48
MNDU,Q,3018,4728,3054,24,0,4,0,3294,3828,1816,38,20,6,12
MAWO,Q,2621,2370,3044,40,0,18,12,155,173,121,61,12,11,18
CASD,Q,3647,3255,2193,35,0,15,0,3952,3925,2102,43,0,9,24
ONTO,Q,2185,2013,1075,47,0,5,12,3988,4808,4685,10,0,2,8
FLOR,Q,125,4091,4223,32,0,20,12,1772,3932,4622,113,0,45,48
TXHO,Q,2585,3612,3305,4,0,0,4,3666,1865,2881,35,0,15,10
MNDU2,Q,4656,3723,525,69,0,23,16,3267,2491,4693,8,6,2,0
NYNY,Q,1600,354,353,9,0,9,0,3004,522,4684,38,0,8,0
CASD,Q,3341,3250,1661,15,3,2,0,3749,2827,1159,35,0,3,12
MIWFD,Q,1025,3414,3542,88,0,32,16,503,3175,33,55,0,27,18
MNDU,Q,3277,3276,2264,81,0,41,30,4217,3883,3381,37,0,27,0
TXHO,Q,3035,4746,4355,21,0,3,8,3526,3672,2438,30,0,10,0
MAWO,Q,177,2791,1493,78,0,30,48,157,571,2067,52,0,28,24
FLOR,Q,1557,945,108,55,0,13,22,4833,4562,4341,0,0,0,0
NYNY,Q,999,1382,771,20,0,0,0,1880,4528,4191,18,0,6,12
MNDU2,Q,4480,1259,3871,31,0,3,8,3130,4166,2499,60,0,10,10
CASD,Q,3041,3704,1515,29,3,6,0,2029,2839,812,2,0,2,0
ONTO,Q,288,865,2994,43,0,9,24,2056,3387,4015,108,0,62,36
MIWFD,Q,3539,4743,2137,34,0,18,6,470,67,308,62,0,34,18
TXHO,Q,2789,3847,192,18,0,8,0,4689,4295,4731,22,0,4,8
MNDU,Q,4741,2526,2705,88,20,8,30,2220,4181,3102,57,0,19,18
MAWO,Q,3623,3146,2877,28,3,3,12,4410,190,663,22,0,2,0
FLOR,Q,3998,2916,2757,13,0,3,0,1876,1251,3611,13,0,3,0
CASD,Q,3476,3453,1266,30,9,15,6,1538,4616,4014,58,3,25,0
MNDU2,Q,2503,3056,2512,94,0,54,30,2846,3293,4674,48,6,2,0
NYNY,Q,4263,694,4299,21,0,5,6,1635,371,4108,20,0,2,18
ORPO,Q,2542,4057,3674,44,0,34,0,3673,1425,3711,24,0,4,0
ONTO,Q,1325,2852,3386,13,0,3,0,3985,1241,2809,116,0,48,38
MNDU,Q,4228,4011,2062,48,0,20,18,3122,2538,2052,87,20,27,30
ORPO,Q,4125,2635,955,81,3,48,0,2046,847,4051,61,9,12,0
TXHO,Q,4280,624,1429,41,0,21,0,4589,57,4672,48,0,20,18
CASD,Q,1726,3965,2496,57,3,10,24,2485,3021,4738,76,3,45,18
MNDU2,Q,3061,876,4657,53,0,15,18,4671,4762,27,46,0,34,12
MAWO,Q,1735,121,2621,38,3,17,18,3654,1687,2104,10,0,0,0
NYNY,Q,334,2933,333,65,3,24,18,4012,4383,395,15,0,5,10
MIWFD,Q,1,1188,1701,16,6,0,0,548,3098,4478,37,20,5,12
FLOR,Q,4065,4066,1523,17,0,13,4,744,3011,3410,72,20,26,6
ONTO,Q,1547,4727,4343,46,0,12,24,3530,4807,3543,0,0,0,0
MNDU,Q,3755,4260,537,0,0,0,0,2177,4818,4009,56,0,4,12
CASD,Q,3128,4322,399,72,20,14,18,4161,4486,2658,10,0,0,0
TXHO,Q,3516,4328,3961,34,0,6,18,3735,2882,3335,24,6,12,6
ORPO,Q,2471,1700,2915,34,0,6,18,4127,2557,957,47,0,25,12
MNDU2,Q,2518,1675,2826,132,66,6,20,2169,2502,2530,94,3,51,30
MIWFD,Q,4395,503,3604,0,0,0,0,4130,4044,3175,32,0,22,0
FLOR,Q,21,665,3732,15,0,5,0,79,3790,4024,54,0,14,20
MAWO,Q,173,3205,558,72,0,46,6,1289,571,3280,15,0,15,0
NYNY,Q,1396,3053,4797,24,0,0,4,3059,2579,421,30,0,0,0
MNDU,Q,2845,4215,4054,35,0,3,22,4845,2506,3846,2,0,2,0
CASD,Q,1622,4401,254,45,20,5,0,3250,3647,4583,59,3,8,28
ORPO,Q,2733,4488,4043,47,3,8,36,3574,1540,1318,45,0,27,18
TXHO,Q,1255,2582,3730,58,3,7,8,3728,2737,148,64,0,54,0
ONTO,Q,1114,865,1241,100,0,30,30,3985,2185,781,22,0,0,12
MAWO,Q,2067,3958,2648,68,0,42,6,3499,4557,663,73,20,9,4
FLOR,Q,2556,1612,1902,3,0,3,0,2152,1649,2383,21,0,11,0
MIWFD,Q,3542,2834,3539,32,0,20,12,51,1025,4384,102,0,30,22
MNDU2,Q,2500,3750,877,14,0,0,4,4623,3751,4174,36,0,14,12
MNDU,Q,4238,1714,4182,13,0,3,0,4230,2977,3840,23,0,7,6
CASD,Q,4160,987,3952,70,0,30,30,3749,3704,1138,22,0,2,0
ORPO,Q,4106,1571,1359,35,20,1,14,753,2411,488,11,0,1,0
TXHO,Q,4587,3833,231,30,0,20,0,3741,441,704,70,0,30,30
ONTO,Q,2852,1075,3988,25,0,3,12,4252,4476,4343,63,23,14,16
MIWFD,Q,2960,3548,1,10,0,0,10,2851,67,33,107,3,30,54
NYNY,Q,237,3314,3419,9,3,6,0,640,2601,4571,20,3,3,4
MNDU2,Q,3081,2491,269,48,0,26,12,3293,2957,4506,58,3,15,0
ORPO,Q,3673,2093,360,60,0,32,18,2130,956,2990,110,0,42,48
FLOR,Q,1065,4451,1604,97,3,34,10,3627,3556,342,75,0,17,18
MNDU,Q,4217,4741,3740,17,9,4,4,2538,4703,3828,27,0,9,18
CASD,Q,3849,2839,2827,25,3,0,12,4673,2543,812,40,0,12,18
MIWFD,Q,573,494,4840,58,0,18,30,2137,1188,3570,27,0,5,12
MAWO,Q,2168,3182,126,89,20,41,18,1884,3044,177,87,0,29,48
NYNY,Q,884,3137,1155,45,3,0,12,1660,4640,514,30,0,8,22
ONTO,Q,4001,3386,2056,143,0,63,60,3550,2994,4685,25,0,3,12
FLOR,Q,4341,386,4352,13,0,3,0,3164,2797,4769,16,0,8,8
MNDU2,Q,4624,4166,2169,117,40,37,30,876,4656,3056,64,0,14,30
ORPO,Q,2521,2811,2517,21,0,5,6,4132,3711,3192,32,0,2,30
MNDU,Q,4818,3102,3294,11,0,5,6,3883,3754,3277,71,0,33,18
CASD,Q,2102,2339,4738,34,3,1,0,589,2029,4139,43,0,21,2
MNDU2,Q,2530,4762,2512,50,20,24,6,2175,877,3723,0,0,0,0
MAWO,Q,1493,157,2877,48,0,14,24,3930,155,2370,24,0,4,0
FLOR,Q,3557,233,801,26,0,6,0,4622,108,4066,46,0,6,30
NYNY,Q,806,271,3017,83,20,21,12,3204,369,2895,12,3,9,0
ORPO,Q,1432,997,2192,53,0,3,10,4051,3636,3674,2,0,2,0
MIWFD,Q,2612,4478,2676,35,0,7,18,835,3098,470,27,0,5,12
TXHO,Q,2982,4639,2587,18,0,0,18,457,3103,1801,20,0,0,20
CASD,Q,1159,2984,3021,55,0,27,18,4014,1266,3128,30,0,0,0
ORPO,Q,2147,1425,3024,9,3,0,6,4662,2635,2550,27,6,7,4
FLOR,Q,79,1251,4223,19,0,5,4,1523,179,4118,71,0,23,18
MAWO,Q,839,467,20,63,0,41,12,2791,1100,228,85,0,41,24
NYNY,Q,4122,2933,999,16,6,0,0,1635,333,3171,34,0,14,10
ONTO,Q,4718,3387,216,25,0,5,0,2013,2809,4727,42,3,3,6
CASD,Q,4322,1572,1661,27,0,21,6,2485,3965,3453,61,3,30,18
MAWO,Q,3205,190,3499,9,6,3,0,3280,121,3958,39,0,21,18
TXHO,Q,3833,3728,3103,6,0,0,6,4155,2936,3481,36,0,0,6
NYNY,Q,4299,1340,1880,29,3,6,0,694,375,395,23,3,10,0
FLOR,Q,2556,125,86,46,3,5,18,1876,744,3732,33,0,15,18
ORPO,Q,4060,2046,2915,6,0,6,0,3787,3812,3131,64,20,16,28
CASD,Q,3041,2658,4616,10,0,0,0,702,980,1726,30,3,11,6
ONTO,Q,4808,244,4807,6,0,0,6,4015,1325,3543,53,23,0,0
MAWO,Q,571,2648,155,47,6,3,18,177,1289,3146,36,0,24,12
FLOR,Q,2757,3011,4197,25,0,9,6,4562,1649,1065,50,0,28,12
ORPO,Q,1823,3145,2542,12,0,0,12,4110,4457,955,58,0,36,12
TXHO,Q,192,3516,3103,21,0,11,0,624,3833,148,67,0,57,0
NYNY,Q,4263,4773,1396,10,0,0,0,4191,2601,743,36,3,7,16
CASD,Q,3255,4583,1515,16,0,0,6,3486,2496,3476,55,0,23,12
MAWO,Q,20,2877,2791,123,40,39,34,3044,157,1735,48,0,26,12
ONTO,Q,2809,3386,288,38,0,6,12,781,2994,3541,70,23,9,18
FLOR,Q,21,2797,4471,14,0,4,0,342,1612,3998,21,0,9,12
CASD,Q,4619,599,1538,81,9,34,18,4486,3925,3480,13,0,3,10
NYNY,Q,3314,810,3137,52,0,24,18,4012,354,2579,3,0,3,0
MAWO,Q,3182,2067,1493,55,0,15,30,839,3930,1100,73,0,43,20
ORPO,Q,1510,847,4125,39,0,9,0,4057,957,2002,32,0,22,0
FLOR,Q,1592,180,1772,95,0,39,36,3611,3932,1902,64,0,16,18
CASD,Q,399,2193,4161,40,0,8,12,4711,254,3967,32,0,16,6
NYNY,Q,4640,4108,4571,38,20,2,16,1230,1796,4684,3,3,0,0
MAWO,Q,228,558,126,79,0,53,6,2370,2104,3623,17,3,0,4
ORPO,Q,2471,1571,3636,40,0,18,12,2517,2990,2374,56,0,24,12
ONTO,Q,2185,4001,3988,38,0,0,18,3985,1547,1075,38,0,0,18
CASD,Q,2827,2485,3341,101,3,38,30,3965,1622,4139,65,0,21,24
NYNY,Q,759,3419,353,10,0,0,0,884,4789,4528,20,0,0,0
ORPO,Q,3673,956,4051,39,20,9,0,4043,753,2811,37,0,17,10
ONTO,Q,4808,4727,3387,2,0,2,0,4343,2056,2852,173,23,76,54
NYNY,Q,640,522,369,23,3,0,0,3760,771,1155,24,0,4,10
ORPO,Q,2192,2635,1540,27,0,1,16,2093,2521,3812,42,0,14,18
CASD,Q,2339,4401,4014,9,3,0,6,4322,2658,4160,8,3,5,0
NYNY,Q,4383,3004,4713,0,0,0,0,3059,1382,1660,45,6,5,24
ORPO,Q,2733,955,2130,65,0,9,36,3131,488,1425,36,3,15,18
CASD,Q,2839,3250,1572,3,3,0,0,987,4616,4583,87,0,57,20
ONTO,Q,3530,288,3550,0,0,0,0,4807,3541,216,10,0,6,4
MIGUL,Q,85,2075,1677,30,0,12,18,4409,3640,4483,0,0,0,0
ORPO,Q,957,1359,4110,32,0,4,18,2147,997,360,66,0,8,18
CASD,Q,1538,4486,3128,37,0,3,24,3749,4738,3952,20,0,0,0
TXHO,Q,4155,3696,418,24,0,4,10,118,3481,653,55,0,25,30
ORPO,Q,4662,3145,4132,12,0,2,0,4057,2557,2046,38,0,28,0
CASD,Q,3647,4619,980,19,0,9,0,1266,3849,1515,0,0,0,0
MNDU,Q,1816,3054,4845,23,0,11,12,4009,4181,4228,70,6,36,18
TXHO,Q,3672,4346,3612,20,0,10,0,192,4280,3961,44,0,28,6
ORPO,Q,1510,4106,3674,0,0,0,0,2915,3574,1823,0,0,0,0
MNDU2,Q,3751,1259,2503,37,3,12,12,2861,4671,4506,34,3,21,0
MNDU,Q,2264,4011,4238,21,0,17,4,3212,1714,4728,29,6,3,0
CASD,Q,2193,3486,1138,3,0,3,0,1726,4673,2029,34,20,4,0
TXHO,Q,4589,2881,4689,20,0,8,2,3516,2737,2438,0,0,0,0
MIWFD,Q,1528,548,4743,40,40,0,0,4737,3414,3655,68,0,30,18
ORPO,Q,2374,3192,3787,10,0,0,0,4127,2002,1432,35,0,3,12
TXHO,Q,57,148,4355,100,0,42,28,2585,4746,704,39,0,3,26
NYNY,Q,4797,421,237,47,3,0,4,2344,371,2895,33,0,11,12
CASD,Q,599,812,3041,20,0,0,0,589,2984,399,105,20,33,12
MIWFD,Q,4130,308,4779,39,0,29,0,3542,1701,1718,118,26,34,18
ORPO,Q,2542,3024,847,66,20,6,0,1700,2411,4488,17,0,5,12
MNDU2,Q,3061,2499,4480,28,0,0,18,2957,1675,4657,16,0,6,0
MNDU,Q,537,4511,93,18,0,6,12,4230,2845,3018,0,0,0,0
MNDU,Q,4182,4215,4260,38,0,0,18,2052,2220,4054,78,20,18,30
TXHO,Q,4731,4639,2582,52,0,10,12,1477,4328,231,62,0,40,12
NYNY,Q,2265,3017,514,22,0,0,12,1600,334,3053,42,9,11,12
MIWFD,Q,4478,33,3548,48,0,22,26,835,503,3539,48,20,6,12
MNDU2,Q,2826,3036,4174,42,0,10,12,4674,4693,3871,24,23,1,0
ORPO,Q,4457,3711,4060,0,0,0,0,2550,1318,4125,23,0,1,12
CASD,Q,254,3476,2102,44,0,2,12,4711,3704,1661,3,3,0,0
MNDU,Q,2062,2506,4539,15,0,3,12,2177,3755,3276,21,0,9,12
TXHO,Q,2982,653,3666,26,20,6,0,3741,1255,3035,0,0,0,0
NYNY,Q,3204,4528,271,0,0,0,0,333,3314,4789,23,23,0,0
CASD,Q,3021,3925,3255,31,3,0,18,3967,3341,2543,21,0,3,18
MIWFD,Q,1,1528,3098,10,0,0,0,3570,494,2960,42,0,14,18
MNDU2,Q,3184,3267,3055,12,0,2,0,525,27,4623,49,0,27,12
MNDU,Q,3840,2705,3381,4,0,4,0,3846,3122,2977,31,0,9,12
FLOR,Q,2383,3502,4451,84,0,32,12,4064,4024,4065,12,0,0,12
MIWFD,Q,3655,2834,3175,35,29,0,6,4779,4743,1701,0,0,0,0
MNDU2,Q,2518,3750,3130,73,0,17,26,2846,3839,269,25,3,16,6
NYNY,Q,4191,375,1635,78,20,12,36,1230,3137,522,67,0,9,18
TXHO,Q,2587,3335,624,45,9,8,18,1429,418,4295,36,0,2,4
CASD,Q,3480,1159,2496,32,0,12,0,3453,702,4161,0,0,0,0
MNDU,Q,4511,4009,2526,34,6,10,18,4011,4217,3788,12,0,2,0
FLOR,Q,1604,665,4013,17,0,7,0,1557,4352,2152,18,0,4,4
MAWO,Q,2168,663,1884,38,0,0,18,467,4557,2621,12,0,0,12
MIWFD,Q,1025,2137,2851,67,0,3,24,3414,1188,4384,65,0,17,18
TXHO,Q,3833,3728,3103,15,3,0,12,4155,2936,3481,26,0,0,6
MNDU,Q,3102,2845,3054,31,0,17,14,4182,2264,2220,36,3,7,16
NYNY,Q,806,2933,640,0,0,0,0,1880,810,4108,3,0,3,0
FLOR,Q,945,3627,3790,63,20,11,12,4769,3410,4091,27,0,27,0
MIWFD,Q,1718,4840,4737,68,0,30,18,2612,308,4044,25,0,3,12
MAWO,Q,1289,1687,4410,3,3,0,0,3044,173,3654,37,0,15,12
MNDU2,Q,2499,4674,2502,48,0,20,18,3723,876,2500,71,0,19,12
MNDU,Q,4238,3883,1816,42,3,9,30,3740,537,4539,36,3,11,12
NYNY,Q,3171,2344,353,43,20,9,4,1396,1340,4640,27,3,4,0
MIWFD,Q,67,573,548,52,0,12,30,51,3604,470,38,0,16,12
MAWO,Q,3623,839,157,13,0,3,0,3958,1735,3205,34,0,18,6
FLOR,Q,3011,4833,2916,19,0,9,0,21,4707,3556,43,0,1,12
MNDU2,Q,4174,3293,1259,0,0,0,0,4656,2169,3267,103,0,51,22
MNDU,Q,3840,4228,4215,34,0,6,18,3276,4260,4230,31,0,19,12
TXHO,Q,1865,4587,3305,0,0,0,0,3696,3847,3735,0,0,0,0
ONTO,Q,1114,3543,2013,97,20,39,18,1325,4252,4685,18,0,18,0
NYNY,Q,3004,2579,371,3,3,0,0,2601,334,1796,71,0,33,18
FLOR,Q,1065,1612,179,132,40,36,36,3557,3998,744,53,0,29,24
MIWFD,Q,494,4384,4395,68,3,19,36,3414,835,2676,40,0,6,24
MNDU2,Q,4671,4693,2175,27,0,9,18,2491,1675,4166,24,0,0,4
MAWO,Q,3499,1884,155,42,0,8,24,3182,2370,558,32,0,10,12
MNDU,Q,3018,3846,3754,2,0,2,0,4741,2052,4181,48,0,14,24
NYNY,Q,4684,4797,514,35,6,5,4,3419,4263,4383,25,3,12,0
FLOR,Q,342,86,4065,68,0,20,28,1251,4024,4341,0,0,0,0
ONTO,Q,4718,3985,4807,38,0,0,18,4808,1075,216,60,40,0,0
MIWFD,Q,3098,3175,1025,48,3,1,4,308,1718,4743,46,0,30,6
TXHO,Q,1801,3526,118,58,0,32,16,441,457,4672,15,0,3,2
MNDU2,Q,2500,3081,2503,0,0,0,0,3871,2518,3055,30,3,17,0
MAWO,Q,2648,2877,3280,84,0,46,18,2621,1493,1687,20,0,12,8
MNDU,Q,3755,2538,4054,30,0,2,18,3294,2705,3788,12,0,0,12
MNDU,Q,3828,2177,2506,2,0,2,0,3381,1714,2526,25,0,9,6
NYNY,Q,884,354,369,77,20,21,6,4122,3053,4299,33,3,4,6
MIWFD,Q,51,2137,1701,22,0,0,12,573,1528,33,102,23,33,36
MAWO,Q,177,190,2067,64,0,36,18,228,173,467,8,0,0,8
FLOR,Q,4471,4562,2383,18,0,0,8,233,4352,3932,52,0,6,26
TXHO,Q,4280,3035,3730,22,0,8,4,1477,2882,2789,56,0,36,0
ONTO,Q,4252,2013,3988,0,0,0,0,1241,3541,4727,58,0,40,18
MNDU2,Q,3130,2846,2957,51,0,9,12,2861,2530,525,49,0,9,30
NYNY,Q,421,1660,1155,35,23,0,12,1382,759,4773,16,0,6,0
MAWO,Q,3146,663,2104,0,0,0,0,571,2168,2791,79,0,31,18
MNDU,Q,4845,93,2977,31,0,21,0,3212,2062,3277,31,3,18,0
MIWFD,Q,1188,470,503,24,20,4,0,3570,4395,2834,34,0,10,24
FLOR,Q,1876,1772,2152,76,20,16,0,3502,1523,3627,46,0,12,14
TXHO,Q,57,1429,231,29,0,9,0,2438,4295,1255,2,0,2,0
MNDU2,Q,3184,3750,269,40,0,24,16,2502,4762,3056,57,0,13,24
ONTO,Q,2185,2994,3530,38,0,0,18,4001,4476,3387,84,20,12,22
MNDU,Q,2845,4728,4703,11,0,1,0,4181,3122,4818,13,3,0,0
MAWO,Q,3654,1100,20,89,3,38,18,4557,126,3930,34,0,26,8
FLOR,Q,2556,2916,4197,10,0,0,0,945,79,4066,12,0,2,0
TXHO,Q,192,3516,3103,25,0,15,0,624,3833,148,26,0,8,18
MNDU2,Q,3839,2512,27,88,0,76,12,2826,4480,4623,62,6,32,24
MIWFD,Q,3604,4044,4779,0,0,0,0,2851,2960,4737,31,0,1,0
NYNY,Q,3760,743,4713,6,6,0,0,999,395,3017,18,6,0,12
ONTO,Q,1547,1325,1114,73,3,42,18,4343,781,288,67,0,39,18
MAWO,Q,228,3044,4410,16,0,0,6,177,3499,121,88,3,39,36
MNDU,Q,4217,4238,3276,53,20,3,0,3294,3018,4260,45,0,15,0
FLOR,Q,801,4091,386,37,0,9,8,4451,1902,4833,56,0,16,0
MIWFD,Q,2676,4130,3655,20,0,10,0,3539,1,4478,13,0,13,0
NYNY,Q,4571,4012,694,24,0,18,6,2895,2265,1600,14,3,5,6
MNDU2,Q,3036,3061,877,13,0,3,0,4657,4624,4506,17,3,2,12
ONTO,Q,865,2852,3550,38,23,15,0,2809,4015,4685,13,0,9,4
FLOR,Q,2797,2757,3790,12,0,6,6,4622,1557,3164,34,0,4,0
MNDU2,Q,876,1675,3871,51,0,3,18,3184,2846,3751,2,0,2,0
MAWO,Q,2104,1493,467,16,0,12,4,157,663,173,12,0,2,0
MIWFD,Q,67,3542,4840,45,40,5,0,2612,548,3548,21,0,9,12
TXHO,Q,2587,4346,653,37,0,27,0,3728,3305,3672,17,0,7,0
MNDU,Q,4539,4230,1816,22,0,6,6,3846,2264,3788,3,3,0,0
